employer_key,employer,fiscal_year,approvals,denials,state,city
bordeaux wealth advisors,BORDEAUX WEALTH ADVISORS LLC,2022,1,0,CA,MENLO PARK
borger dental,BORGER DENTAL PLLC,2022,1,0,TX,BORGER
bornite capital management,BORNITE CAPITAL MANAGEMENT LP,2022,1,0,NY,NEW YORK
boroda holm,BORODA HOLM,2022,1,0,CA,ENCINO
bos framework,BOS FRAMEWORK INC,2022,1,0,TN,FRANKLIN
bosma,BOSMA USA INC,2022,1,0,CA,FREMONT
boson motors,BOSON MOTORS INC,2022,1,0,CA,LIVERMORE
bossa nova vision,BOSSA NOVA VISION LLC,2022,1,0,CA,LOS ANGELES
bossier parish community college,BOSSIER PARISH COMMUNITY COLLEGE,2022,1,0,LA,BOSSIER CITY
boston andes capital,BOSTON ANDES CAPITAL LLC,2022,1,0,MA,BOSTON
boston area rape crisis center,BOSTON AREA RAPE CRISIS CENTER,2022,1,0,MA,CAMBRIDGE
boston athletic association,BOSTON ATHLETIC ASSOCIATION,2022,1,0,MA,BOSTON
boston bgecare,BOSTON BGECARE INC,2022,1,0,MA,HOPKINTON
boston children s health physicians,BOSTON CHILDREN S HEALTH PHYSICIANS LLP,2022,1,0,NY,VALHALLA
boston college high school,BOSTON COLLEGE HIGH SCHOOL,2022,1,0,MA,DORCHESTER
boston energy trading and marketin,BOSTON ENERGY TRADING AND MARKETIN,2022,1,0,MA,BOSTON
boston innovation and investment,BOSTON INNOVATION AND INVESTMENT GROUP LLC,2022,1,0,MA,NATICK
boston pharma llc dba abo pharmacy,BOSTON PHARMA LLC DBA ABO PHARMACY,2022,1,0,NY,BROOKLYN
boston preparatory charter public school,BOSTON PREPARATORY CHARTER PUBLIC SCHOOL,2022,1,0,MA,HYDE PARK
boston tech research,BOSTON TECH RESEARCH CORP,2022,1,0,MA,CHELSEA
boston trinity academy,BOSTON TRINITY ACADEMY,2022,1,0,MA,HYDE PARK
boston uswoo realty,BOSTON USWOO REALTY LLC,2022,1,0,MA,BOSTON
botify,BOTIFY CORPORATION,2022,1,0,NY,NEW YORK
botsford gen hosp dba beaumont hosp farmington hills,BOTSFORD GEN HOSP DBA BEAUMONT HOSP FARMINGTON HILLS,2022,1,0,MI,SOUTHFIELD
boulder innovation,BOULDER INNOVATION GROUP INC,2022,1,0,CO,LOUISVILLE
boulder valley anesthesiology prof,BOULDER VALLEY ANESTHESIOLOGY PROF,2022,1,0,CO,BOULDER
boundary zone,BOUNDARY ZONE INC,2022,1,0,GA,SUWANEE
bounti,BOUNTI LABS INC,2022,1,0,CA,SAN JOSE
bourn kock,BOURN KOCK INC,2022,1,0,IL,ROCKFORD
bovay engineers,BOVAY ENGINEERS INC,2022,1,0,TX,HOUSTON
bowe contractors,BOWE CONTRACTORS INC,2022,1,0,CA,TEHACHAPI
bowen media,BOWEN MEDIA INC,2022,1,0,NY,MINEOLA
bowergroupasia,BOWERGROUPASIA INC,2022,1,0,VA,FAIRFAX
bowling green metalforming,BOWLING GREEN METALFORMING LLC,2022,1,0,KY,BOWLING GREEN
boyd industries,BOYD INDUSTRIES INC,2022,1,0,FL,CLEARWATER
boyd watterson asset management,BOYD WATTERSON ASSET MANAGEMENT,2022,1,0,OH,CLEVELAND
boyle software,BOYLE SOFTWARE INC,2022,1,0,NY,NEW YORK
bpe,BPE INC,2022,1,0,MA,ROXBURY
bpr reit services llc d b a brookfield properties retail,BPR REIT SERVICES LLC D B A BROOKFIELD PROPERTIES RETAIL,2022,1,0,IL,CHICAGO
bps bioscience,BPS BIOSCIENCE INC,2022,1,0,CA,SAN DIEGO
bracalentes manufacturing co inc b,BRACALENTES MANUFACTURING CO INC B,2022,1,0,PA,TRUMBAUERSVILLE
bradley county medical ctr,BRADLEY COUNTY MEDICAL CTR,2022,1,0,AR,WARREN
bradley univ,BRADLEY UNIV,2022,1,0,IL,PEORIA
bradshaw christian school,BRADSHAW CHRISTIAN SCHOOL,2022,1,0,CA,SACRAMENTO
bradshaw,BRADSHAW INTERNATIONAL INC,2022,1,0,CA,RANCHO CUCAMONGA
brain food clinic,BRAIN FOOD CLINIC INC,2022,1,0,WY,JACKSON
brainchild unlimited,BRAINCHILD UNLIMITED INC,2022,1,0,NJ,PISCATAWAY
brained medical center,BRAINED MEDICAL CENTER INC,2022,1,0,MN,BRAINERD
brainhoop,BRAINHOOP INC,2022,1,0,CA,EL MONTE
brainstim centers,BRAINSTIM CENTERS INC,2022,1,0,CA,VALENCIA
brainstorm,BRAINSTORM INC,2022,1,0,UT,AMERICAN FORK
brainstorm marketing,"BRAINSTORM MARKETING, LLC",2022,1,0,GA,MOULTRIE
brainvire infotech,BRAINVIRE INFOTECH INC,2022,1,0,TX,PLANO
braj aggarwal cpa,BRAJ AGGARWAL CPA PC,2022,1,0,NY,JACKSON HEIGHTS
brambleton piano studio llc dba op,BRAMBLETON PIANO STUDIO LLC DBA OP,2022,1,0,VA,BROADLANDS
branch engineering,BRANCH ENGINEERING INC,2022,1,0,OR,SPRINGFIELD
branch financial,BRANCH FINANCIAL INC,2022,1,0,OH,COLUMBUS
brand 44 llc d b a b4adventure,BRAND 44 LLC D/B/A B4ADVENTURE,2022,1,0,CO,DENVER
branded online inc dba nogin,BRANDED ONLINE INC DBA NOGIN,2022,1,0,CA,TUSTIN
brandextract,BRANDEXTRACT LLC,2022,1,0,TX,HOUSTON
brandmaker,BRANDMAKER INC,2022,1,0,TX,AUSTIN
brandon associates,BRANDON ASSOCIATES LTD,2022,1,0,NY,FARMINGDALE
brandops,BRANDOPS INC,2022,1,0,TX,AUSTIN
brandra pharmaceuticals,BRANDRA PHARMACEUTICALS INC,2022,1,0,NJ,HACKENSACK
brandsafway access,BRANDSAFWAY ACCESS SOLUTIONS,2022,1,0,GA,KENNESAW
brandsafway energy and industrial,BRANDSAFWAY ENERGY & INDUSTRIAL,2022,1,0,GA,KENNESAW
brandywine group advisors,BRANDYWINE GROUP ADVISORS INC,2022,1,0,NY,NEW YORK
branford dental group llc dba admire dental,BRANFORD DENTAL GROUP LLC DBA ADMIRE DENTAL,2022,1,0,CT,BRANFORD
brask,BRASK INC,2022,1,0,LA,SULPHUR
brass city pharmacy,BRASS CITY PHARMACY INC,2022,1,0,CT,WATERBURY
braun,BRAUN CORPORATION,2022,1,0,IN,CARMEL
braun weiss,BRAUN WEISS INC,2022,1,0,MA,NEWTON LOWER FALLS
brave llc dba brave counseling and psychiatry,BRAVE LLC DBA BRAVE COUNSELING AND PSYCHIATRY,2022,1,0,MO,COLUMBIA
bravia capital partners,BRAVIA CAPITAL PARTNERS INC,2022,1,0,NY,NEW YORK
brazen bio,BRAZEN BIO INC,2022,1,0,CA,TORRANCE
brazilian worker center,BRAZILIAN WORKER CENTER INC,2022,1,0,MA,ALLSTON
brazos valley community action agency inc d b a healthpoint,BRAZOS VALLEY COMMUNITY ACTION AGENCY INC D B A HEALTHPOINT,2022,1,0,TX,COLLEGE STATION
brc,BRC INTERNATIONAL LLC,2022,1,0,TX,BAYTOWN
breakform design,BREAKFORM DESIGN INC,2022,1,0,CA,EL SEGUNDO
breakout capital partners,BREAKOUT CAPITAL PARTNERS LP,2022,1,0,NY,NEW YORK
breakout commerce inc dba gooten,BREAKOUT COMMERCE INC DBA GOOTEN,2022,1,0,NY,NEW YORK
breakthrough energy,BREAKTHROUGH ENERGY LLC,2022,1,0,WA,KIRKLAND
breakthrough genomics,BREAKTHROUGH GENOMICS INC,2022,1,0,CA,IRVINE
breakthrough resource management,BREAKTHROUGH RESOURCE MANAGEMENT,2022,1,0,FL,CAPE CORAL
breakthrough,BREAKTHROUGH TECHNOLOGIES LLC,2022,1,0,IL,EVANSTON
brean capital,BREAN CAPITAL LLC,2022,1,0,NY,NEW YORK
breathwrk,"BREATHWRK, INC.",2022,1,0,CA,VENICE
breethe,BREETHE INC,2022;2023,1,1,MA,DANVERS
breeze technologies llc dba breezeware,BREEZE TECHNOLOGIES LLC DBA BREEZEWARE,2022,1,0,GA,DECATUR
bregal investments,BREGAL INVESTMENTS INC,2022,1,0,NY,NEW YORK
brek electronics,BREK ELECTRONICS CORPORATION,2022,1,0,CO,BROOMFIELD
brenham independent school district,BRENHAM INDEPENDENT SCHOOL DISTRICT,2022,1,0,TX,BRENHAM
brenner tank,BRENNER TANK LLC,2022,1,0,IN,LAFAYETTE
brenntag north,BRENNTAG NORTH AMERICA INC,2022,1,0,PA,READING
bressler amery and ross,BRESSLER AMERY AND ROSS PC,2022,1,0,NJ,FLORHAM PARK
bretton woods committee,BRETTON WOODS COMMITTEE,2022,1,0,DC,WASHINGTON
bretz coven,BRETZ COVEN LLP,2022,1,0,NY,NEW YORK
brevard health allicance,BREVARD HEALTH ALLICANCE INC,2022,1,0,FL,WEST MELBOURNE
brevard health center pl,BREVARD HEALTH CENTER PL,2022,1,0,FL,MELBOURNE
brewster thornton gr architects ll,BREWSTER THORNTON GR ARCHITECTS LL,2022,1,0,RI,PROVIDENCE
brh garver construction,BRH-GARVER CONSTRUCTION LLC,2022,1,0,TX,HOUSTON
bria research,BRIA RESEARCH LABORATORIES INC,2022,1,0,IL,LIBERTYVILLE
brian noteware aia architect,BRIAN NOTEWARE AIA ARCHITECT INC,2022,1,0,CA,SANTA MONICA
brian r wells pe,"BRIAN R. WELLS, PE, LLC",2022,1,0,SC,MT PLEASANT
brickbio,BRICKBIO INC,2022,1,0,MA,WOBURN
brident dental,BRIDENT DENTAL SERVICES LLC,2022,1,0,CA,ORANGE
bridge healthcare,BRIDGE HEALTHCARE SOLUTIONS LLC,2022,1,0,TX,HOUSTON
bridge investment grp,BRIDGE INVESTMENT GRP,2022,1,1,UT,SANDY
bridge legal,BRIDGE LEGAL TECHNOLOGY LLC,2022,1,0,IL,CHICAGO
bridge river counseling,BRIDGE RIVER COUNSELING PLLC,2022,1,0,TX,DALLAS
bridge33 capital,BRIDGE33 CAPITAL LLC,2022,1,0,WA,SEATTLE
bridgecrest acceptance,BRIDGECREST ACCEPTANCE CORP,2022,1,1,AZ,TEMPE
bridgelux,BRIDGELUX INC,2022,1,0,CA,FREMONT
bridgenet,BRIDGENET SOLUTIONS INC,2022,1,0,IL,CHICAGO
bridgepoint holdings ne llc dba,BRIDGEPOINT HOLDINGS NE LLC DBA,2022,1,0,NE,LINCOLN
bridgeport chemists inc dba hancoc,BRIDGEPORT CHEMISTS INC DBA HANCOC,2022,1,0,CT,BRIDGEPORT
bridgewater state univ,BRIDGEWATER STATE UNIV,2022,1,0,MA,BRIDGEWATER
bridgewater state university,BRIDGEWATER STATE UNIVERSITY,2022,1,1,MA,BRIDGEWATER
bridgeway capital management llc fka bridgeway capital management,BRIDGEWAY CAPITAL MANAGEMENT LLC FKA BRIDGEWAY CAPITAL MANAGEMENT INC,2022,1,0,TX,HOUSTON
bridport board of education,BRIDPORT BOARD OF EDUCATION,2022,1,0,CT,BRIDGEPORT
briggs akalan structural enigneeri,BRIGGS AKALAN STRUCTURAL ENIGNEERI,2022,1,0,CA,SAN FRANCISCO
briggs freeman real estate borkerage llc dba briggs freeman sotheby s international reality,BRIGGS FREEMAN REAL ESTATE BORKERAGE LLC DBA BRIGGS FREEMAN SOTHEBY S INTERNATIONAL REALITY,2022,1,0,TX,DALLAS
bright capital,BRIGHT CAPITAL INC,2022,1,0,CA,SAN FRANCISCO
bright pei consulting,BRIGHT PEI CONSULTING LLC,2022,1,0,IL,CHICAGO
bright pharma inc dba bright aid pharmacy,BRIGHT PHARMA INC DBA BRIGHT AID PHARMACY,2022,1,0,NY,BRONX
bright sky tech,BRIGHT SKY TECH INC,2022,1,0,VA,ANNANDALE
bright start learning center,BRIGHT START LEARNING CENTER LLC,2022,1,0,VA,ALEXANDRIA
bright start pt pta,BRIGHT START PT PTA PLLC,2022,1,0,NJ,BROOKLYN
brighten dental,BRIGHTEN DENTAL PLLC,2022,1,0,TX,HOUSTON
brighter choice charter school for girls,BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS,2022,1,0,NY,ALBANY
brighter smile dentistry,BRIGHTER SMILE DENTISTRY,2022,1,0,IL,SKOKIE
brightfind holdco llc t a brightfi,BRIGHTFIND HOLDCO LLC T/A BRIGHTFI,2022,1,0,MD,SILVER SPRING
brightline management,BRIGHTLINE MANAGEMENT LLC,2022,1,0,FL,MIAMI
brightmark plastics renewal svcs l,BRIGHTMARK PLASTICS RENEWAL SVCS L,2022,1,0,CA,SAN FRANCISCO
brightray dental p c,BRIGHTRAY DENTAL P C,2022,1,0,NY,FLUSHING
brightspire capital,BRIGHTSPIRE CAPITAL US LLC,2022,1,0,NY,NEW YORK
brightview companies,BRIGHTVIEW COMPANIES LLC,2022,1,0,PA,BLUE BELL
brightview landscapes,BRIGHTVIEW LANDSCAPES LLC,2022,1,1,PA,BLUE BELL
brij image and information,BRIJ IMAGE AND INFORMATION INC,2022,1,0,NC,GREENSBORO
brilla college preparatory charter schools,BRILLA COLLEGE PREPARATORY CHARTER SCHOOLS,2022,1,0,NY,BRONX
brilliant home,BRILLIANT HOME TECHNOLOGY INC,2022,1,0,CA,SAN MATEO
brilliant smiles dental gr w che,BRILLIANT SMILES DENTAL GR - W CHE,2022,1,0,PA,WEST CHESTER
brilliant smiles odeh llc d b a brilliant smiles,BRILLIANT SMILES ODEH LLC D/B/A BRILLIANT SMILES,2022,1,0,OH,XENIA
brilliant studio inc dba brilliant,BRILLIANT STUDIO INC DBA BRILLIANT,2022,1,0,PA,EXTON
brinc drones,BRINC DRONES INC,2022,1,0,NV,LAS VEGAS
brinen associates,BRINEN ASSOCIATES LLC,2022,1,0,NY,NEW YORK
bringg,BRINGG INC,2022,1,0,IL,CHICAGO
brio designs partners llc dbo brio,BRIO DESIGNS PARTNERS LLC DBO BRIO SOLUTIONS,2022,1,0,PA,CONSHOHOCKEN
bris engineering,BRIS ENGINEERING LLC,2022,1,0,LA,BATON ROUGE
bristol community college,BRISTOL COMMUNITY COLLEGE,2022,1,1,MA,FALL RIVER
bristol park dental associates,"BRISTOL PARK DENTAL ASSOCIATES, PLLC",2022,1,0,VT,BRISTOL
brite star christian virtual education and microschools,BRITE STAR CHRISTIAN VIRTUAL EDUCATION AND MICROSCHOOLS INC,2022,1,0,WI,MILWAUKEE
briteco,BRITECO INC,2022,1,0,IL,EVANSTON
britishamerican business inc of new york london,BRITISHAMERICAN BUSINESS INC OF NEW YORK LONDON,2022,1,0,NY,NEW YORK
britven inc d b a broward provisions,BRITVEN INC D/B/A BROWARD PROVISIONS,2022,1,0,FL,DAVIE
brixey and meyer,BRIXEY & MEYER INC,2022,1,0,OH,MIAMISBURG
brk brands inc d b a first alert,BRK BRANDS INC D B A FIRST ALERT INC,2022,1,0,IL,AURORA
broad beam media,BROAD BEAM MEDIA LLC,2022,1,0,NY,PEARL RIVER
broadata communications,BROADATA COMMUNICATIONS INC,2022,1,0,CA,TORRANCE
broadband antenna tracking,BROADBAND ANTENNA TRACKING SYSTEMS INC,2022,1,0,IN,INDIANAPOLIS
broadband telecom,BROADBAND TELECOM INC,2022,1,0,NY,GARDEN CITY
broadcastmed,BROADCASTMED LLC,2022,1,0,CT,FARMINGTON
broaddus construction,BROADDUS CONSTRUCTION LLC,2022,1,0,TX,AUSTIN
broadway pediatrics mdpc,BROADWAY PEDIATRICS MDPC,2022,1,0,NY,NEW YORK
broadway,BROADWAY TECHNOLOGY LLC,2022,1,0,TX,AUSTIN
brockton school district,BROCKTON SCHOOL DISTRICT,2022,1,0,MT,BROCKTON
bronson battle creek hospital,BRONSON BATTLE CREEK HOSPITAL,2022,1,0,MI,KALAMAZOO
brontide,BRONTIDE LLC,2022,1,0,MD,BETHESDA
bronxcare dr martin luther king jr health center,BRONXCARE DR MARTIN LUTHER KING JR HEALTH CENTER,2022,1,0,NY,BRONX
brook and whittle,BROOK & WHITTLE LIMITED,2022,1,0,CT,GUILFORD
brookdale pharma inc dba brookdale pharmacy,BROOKDALE PHARMA INC DBA BROOKDALE PHARMACY,2022,1,0,NY,BROOKLYN
brookfield investment management,BROOKFIELD INVESTMENT MANAGEMENT INC,2022,1,0,IL,CHICAGO
brooklinen,BROOKLINEN INC,2022,1,0,NY,BROOKLYN
brooklyn capital investments,BROOKLYN CAPITAL INVESTMENTS LP,2022,1,0,NY,BROOKLYN
brooklyn chinese american association,BROOKLYN CHINESE-AMERICAN ASSOCIATION INC,2022,1,0,NY,BROOKLYN
brooklyn friends school,BROOKLYN FRIENDS SCHOOL,2022,1,0,NY,BROOKLYN
brooklyn navyyard development,BROOKLYN NAVYYARD DEVELOPMENT CORP,2022,1,0,NY,BROOKLYN
brooklyn prospect charter school,BROOKLYN PROSPECT CHARTER SCHOOL,2022,1,0,NY,BROOKLYN
brooklyn solarworks,BROOKLYN SOLARWORKS LLC,2022,1,0,NY,BROOKLYN
brookwood financial partners,BROOKWOOD FINANCIAL  PARTNERS   LLC,2022,1,0,MA,BEVERLY
broomall care center llc d b a marple gardens rehabilitation and nursing center,BROOMALL CARE CENTER LLC D/B/A MARPLE GARDENS REHABILITATION & NURSING CENTER,2022,1,0,PA,BROOMALL
broomall operating co lp dba broom,BROOMALL OPERATING CO LP DBA BROOM,2022,1,0,PA,BROOMALL
brothers intl,BROTHERS INTL HOLDINGS CORP,2022,1,0,CA,SAN FRANCISCO
broughton dunn pllc dba light dental studios,BROUGHTON DUNN PLLC DBA LIGHT DENTAL STUDIOS,2022,1,0,WA,PUYALLUP
brourja trading,BROURJA TRADING LLC,2022,1,0,TX,HOUSTON
brown and toland physician svcs org,BROWN & TOLAND PHYSICIAN SVCS ORG INC,2022,1,0,CA,OAKLAND
brown capital mgt,BROWN CAPITAL MGT HOLDINGS INC,2022,1,0,MD,BALTIMORE
brown clinic pllp,BROWN CLINIC PLLP,2022,1,0,SD,WATERTOWN
brown harris stevens residential sales,BROWN HARRIS STEVENS RESIDENTIAL SALES LLC,2022,1,0,NY,NEW YORK
brown,BROWN LLC,2022,1,0,NJ,JERSEY CITY
brown richardson and rowe,BROWN RICHARDSON & ROWE INC,2022,1,0,MA,BOSTON
brown trucking,BROWN TRUCKING COMPANY,2022,1,0,GA,LITHONIA
brownell landrigan,BROWNELL LANDRIGAN PC,2022,1,0,DC,WASHINGTON
browning day mullins dierdorf,BROWNING DAY MULLINS DIERDORF PC,2022,1,0,IN,INDIANAPOLIS
brownstone,"BROWNSTONE INTERNATIONAL, INC.",2022,1,0,OR,PORTLAND
brownsville community hlth clinic,BROWNSVILLE COMMUNITY HLTH CLINIC,2022,1,0,TX,BROWNSVILLE
browser company of new york,BROWSER COMPANY OF NEW YORK INC,2022,1,0,NY,NEW YORK
bruce professional counseling serv,BRUCE PROFESSIONAL COUNSELING SERV,2022,1,0,LA,NEW ORLEANS
bruce r wardell architect p c dba brw architects,BRUCE R WARDELL ARCHITECT P C DBA BRW ARCHITECTS,2022,1,0,VA,CHARLOTTESVILLE
bruck construction,BRUCK CONSTRUCTION SERVICES,2022,1,0,OH,COLUMBUS
brud,BRUD INC,2022,1,0,CA,LOS ANGELES
brudis and associates,BRUDIS & ASSOCIATES INC,2022,1,0,MD,COLUMBIA
bruner cott associates,BRUNER COTT  ASSOCIATES INC,2022,1,0,MA,BOSTON
bruno gerbino soriano aitken,BRUNO GERBINO SORIANO AITKEN LLP,2022,1,0,NY,MELVILLE
brunswick hills racquet club,BRUNSWICK HILLS RACQUET CLUB INC,2022,1,0,NJ,EAST BRUNSWICK
brus chambers limited liability company d b a brus chambers litigation,BRUS CHAMBERS LIMITED LIABILITY COMPANY D B A BRUS CHAMBERS LITIGATION,2022,1,0,NY,NEW YORK
bruss north,BRUSS NORTH AMERICA INC,2022,1,0,KY,RUSSELL SPRINGS
bryan d fisher,BRYAN D FISHER LLC,2022,1,0,LA,BATON ROUGE
bryan,BRYAN INTERNATIONAL INC,2022,1,0,TX,BELLAIRE
bryan kidney center,BRYAN KIDNEY CENTER PLLC,2022,1,0,TX,BRYAN
bryan medical ctr,BRYAN MEDICAL CTR,2022,1,0,NE,LINCOLN
bryant univ,BRYANT UNIV,2022,1,0,RI,SMITHFIELD
bryce lodging llc dba quality inn,BRYCE LODGING LLC DBA QUALITY INN,2022,1,0,UT,MIDVALE
bryllan,BRYLLAN LLC,2022,1,0,MI,BRIGHTON
bryter,BRYTER US INC,2022,1,0,NY,NEW YORK
bsa architects,BSA ARCHITECTS INC,2022,1,0,CA,SAN FRANCISCO
bsb design,BSB DESIGN INC,2022,1,0,IA,WEST DES MOINES
bse engineering,BSE ENGINEERING INC,2022,1,0,CA,SAN DIEGO
bsl scaffolding,BSL SCAFFOLDING USA LLC,2022,1,0,TX,HOUSTON
btg pactual us capital,BTG PACTUAL US CAPITAL LLC,2022,1,0,NY,NEW YORK
buchi,BUCHI CORPORATION,2022,1,0,DE,NEW CASTLE
buck global,BUCK GLOBAL LLC,2022,1,0,NY,NEW YORK
buckelew programs,BUCKELEW PROGRAMS,2022,1,0,CA,NOVATO
buckeye partners l p,BUCKEYE PARTNERS L P,2022,1,0,TX,HOUSTON
buckhead chastain vet care,BUCKHEAD CHASTAIN VET CARE,2022,1,0,GA,ATLANTA
buckingham mortgage,BUCKINGHAM MORTGAGE LLC,2022,1,0,VA,VIENNA
buckle,BUCKLE SERVICES LLC,2022,1,0,NJ,JERSEY CITY
bucyrus equipment company inc dba,BUCYRUS EQUIPMENT COMPANY INC DBA,2022,1,0,KS,LOUISBURG
budco,BUDCO,2022,1,0,MI,HIGHLAND PARK
buddhist tzu chi med fdn,BUDDHIST TZU CHI MED FDN,2022,1,0,CA,ALHAMBRA
budge industries,BUDGE INDUSTRIES LLC,2022,1,0,PA,JENKINTOWN
budhagirl,BUDHAGIRL LLC,2022,1,0,TX,DALLAS
buehler engineering,BUEHLER ENGINEERING INC,2022,1,0,CA,SACRAMENTO
buff city soap franchising,BUFF CITY SOAP FRANCHISING LLC,2022,1,0,TX,DALLAS
buff enterprises llc dba 1st phorm,BUFF ENTERPRISES LLC DBA 1ST PHORM,2022,1,0,MO,FENTON
buffalo medical group p c,BUFFALO MEDICAL GROUP P C,2022,1,0,NY,BUFFALO
buffalo neonatology associates p c,BUFFALO NEONATOLOGY ASSOCIATES P C,2022,1,0,NY,BUFFALO
buffalo ventures,BUFFALO VENTURES LLC,2022,1,0,CO,LONGMONT
buffy,BUFFY INC,2022,1,0,NY,NEW YORK
buford thompson,BUFORD THOMPSON COMPANY LTD,2022,1,0,TX,FORT WORTH
buhler athletic injuries and human performance clinic,BUHLER ATHLETIC INJURIES AND HUMAN PERFORMANCE CLINIC,2022,1,0,UT,KAYSVILLE
buhlerprince,BUHLERPRINCE INC,2022,1,0,MI,HOLLAND
builcore,BUILCORE INC,2022,1,0,FL,MIAMI BEACH
build a sign,BUILD A SIGN LLC,2022,1,0,TX,AUSTIN
build health,BUILD HEALTH INTERNATIONAL INC,2022,1,0,MA,BEVERLY
building and earth sciences,BUILDING & EARTH SCIENCES INC,2022,1,0,AL,BIRMINGHAM
building cleaning,BUILDING CLEANING SOLUTIONS INC,2022,1,0,GA,MARIETTA
building drops,BUILDING DROPS INC,2022,1,0,FL,DANIA BEACH
building machines,BUILDING MACHINES INC,2022,1,0,MA,HUDSON
built robotics,BUILT ROBOTICS INC,2022,1,0,CA,SAN FRANCISCO
builtwell bank,BUILTWELL BANK,2022,1,0,TN,CHATTANOOGA
bukhari,BUKHARI GROUP INC,2022,1,0,IL,CHICAGO
bulgari corporation of,BULGARI CORPORATION OF AMERICA,2022,1,0,NY,NEW YORK
bulk natural llc dba true terpenes,BULK NATURAL LLC DBA TRUE TERPENES,2022,1,0,OR,HILLSBORO
bull run kitchen and bath,BULL RUN KITCHEN AND BATH INC.,2022,1,0,VA,MANASSAS
bulldog adjusters,BULLDOG ADJUSTERS INC,2022,1,0,FL,PLANTATION
bully pulpit interactive,BULLY PULPIT INTERACTIVE LLC,2022,1,0,DC,WASHINGTON
bumble bee foods,BUMBLE BEE FOODS LLC,2022,1,0,CA,SAN DIEGO
bunches,BUNCHES INC,2022,1,0,TN,NASHVILLE
bunlin,BUNLIN LLC,2022,1,0,NY,SUNNYSIDE
burchell nursery,BURCHELL NURSERY INC,2022,1,0,CA,OAKDALE
bureau office,BUREAU OFFICE INC,2022,1,0,NY,NEW YORK
bureau veritas consumer prods svcs,BUREAU VERITAS CONSUMER PRODS SVCS,2022,1,0,NY,BUFFALO
burke moore law,BURKE MOORE LAW GROUP LLP,2022,1,0,GA,ATLANTA
burlingame family pet hospital,BURLINGAME FAMILY PET HOSPITAL INC,2022,1,0,CA,BURLINGAME
burlington school district,BURLINGTON SCHOOL DISTRICT,2022,1,0,VT,BURLINGTON
burn and reconstructive centers of,BURN AND RECONSTRUCTIVE CENTERS OF NV LLC,2022,1,0,GA,AUGUSTA
burnerpage,BURNERPAGE INC,2022,1,0,NY,WOODMERE
burnett medical center,BURNETT MEDICAL CENTER INC,2022,1,0,WI,GRANTSBURG
burpee medsystems,BURPEE MEDSYSTEMS,2022,1,0,NJ,EATONTOWN
burton studio,BURTON STUDIO INC,2022,1,0,CA,SOLANA BEACH
bus cashflow solns inc dba andvant,BUS CASHFLOW SOLNS INC DBA ANDVANT,2022,1,0,VA,RICHMOND
bus info tech solutions com inc db,BUS INFO TECH SOLUTIONS.COM INC DB,2022,1,0,FL,ORLANDO
bush construction,BUSH CONSTRUCTION COMPANY INC,2022,1,0,IA,DAVENPORT
bushnell,BUSHNELL HOLDINGS INC,2022,1,0,KS,OVERLAND PARK
business control,BUSINESS CONTROL SYSTEMS LP,2022,1,0,TX,ADDISON
business info,BUSINESS INFO GROUP INC,2022,1,0,PA,YORK
business technology architects in,BUSINESS TECHNOLOGY ARCHITECTS IN,2022,1,0,GA,ALPHARETTA
business value intelligence svc in,BUSINESS VALUE INTELLIGENCE SVC IN,2022,1,0,MA,WESTFORD
bustillos bello and assoc,BUSTILLOS BELLO & ASSOC PLLC,2022,1,0,TX,HOUSTON
busways d b a cariina,BUSWAYS D/B/A CARIINA,2022,1,0,MA,BOSTON
busy beauty,BUSY BEAUTY INC,2022,1,0,MA,MANCHESTER
busy bee cleaning service,BUSY BEE CLEANING SERVICE LLC,2022,1,0,NY,NEW YORK
buth na bodhaige,BUTH NA BODHAIGE INC,2022,1,0,NY,NEW YORK
butler healthcare providers,BUTLER HEALTHCARE PROVIDERS,2022,1,0,PA,BUTLER
butler medical providers,BUTLER MEDICAL PROVIDERS,2022,1,0,PA,BUTLER
butler montessori montessori count,BUTLER MONTESSORI MONTESSORI COUNT,2022,1,0,MD,GERMANTOWN
butler snow,BUTLER SNOW LLP,2022,1,0,MS,RIDGELAND
buyerlink,"BUYERLINK, INC.",2022,1,0,CA,WALNUT CREEK
bv murray and,BV MURRAY & COMPANY INC,2022,1,0,PA,COCHRANVILLE
bv usa enterprises,BV USA ENTERPRISES INC,2022,1,0,IL,ELK GROVE VILLAGE
bwa architecture,BWA ARCHITECTURE INC,2022,1,0,MA,BOSTON
bwt pharma and biotech,BWT PHARMA & BIOTECH INC,2022,1,0,MA,MARLBOROUGH
by design,BY DESIGN LLC,2022,1,0,NY,NEW YORK
by light professional it,BY LIGHT PROFESSIONAL IT SERVICES LLC,2022,1,0,VA,MC LEAN
by your side,BY YOUR SIDE LLC,2022,1,0,IL,SCHAUMBURG
byk,BYK USA INC,2022,1,0,CT,WALLINGFORD
byl risk management,BYL RISK MANAGEMENT LLC,2022,1,0,PA,WEST CHESTER
bynd,BYND LLC,2022,1,0,NY,NEW YORK
byrider franchising,BYRIDER FRANCHISING LLC,2022,1,0,IN,CARMEL
byrne electrical specialists,BYRNE ELECTRICAL SPECIALISTS INC,2022,1,0,MI,ROCKFORD
byrne metals,BYRNE METALS CORP,2022;2023,1,1,TX,HUMBLE
